name,pathsgurobi,flatintvarsgurobi,flatintconstraintsgurobi,flattimegurobi
benchmark_puzzles/benchmarks3x3/55/puzzle14.txt,0.0,450.0,325.0,0.11297
benchmark_puzzles/benchmarks3x3/55/puzzle15.txt,0.0,477.0,331.0,0.113282
benchmark_puzzles/benchmarks3x3/55/puzzle16.txt,0.0,468.0,329.0,0.112925
benchmark_puzzles/benchmarks3x3/55/puzzle17.txt,0.0,531.0,343.0,0.118049
benchmark_puzzles/benchmarks3x3/55/puzzle18.txt,0.0,540.0,345.0,0.119032
benchmark_puzzles/benchmarks3x3/55/puzzle19.txt,0.0,477.0,331.0,0.113737
benchmark_puzzles/benchmarks3x3/55/puzzle20.txt,0.0,504.0,328.0,0.11905
benchmark_puzzles/benchmarks3x3/60/puzzle1.txt,0.0,477.0,331.0,0.115488
benchmark_puzzles/benchmarks3x3/60/puzzle2.txt,0.0,450.0,316.0,0.11185
benchmark_puzzles/benchmarks3x3/60/puzzle3.txt,0.0,576.0,353.0,0.119655
benchmark_puzzles/benchmarks3x3/60/puzzle4.txt,0.0,477.0,331.0,0.118195
benchmark_puzzles/benchmarks3x3/60/puzzle5.txt,0.0,567.0,351.0,0.118756
benchmark_puzzles/benchmarks3x3/60/puzzle6.txt,0.0,540.0,345.0,0.116374
benchmark_puzzles/benchmarks3x3/60/puzzle7.txt,0.0,495.0,335.0,0.116474
benchmark_puzzles/benchmarks3x3/60/puzzle8.txt,0.0,576.0,353.0,0.118538
benchmark_puzzles/benchmarks3x3/60/puzzle9.txt,0.0,522.0,341.0,0.115965
benchmark_puzzles/benchmarks3x3/60/puzzle10.txt,0.0,540.0,345.0,0.122023
benchmark_puzzles/benchmarks3x3/60/puzzle11.txt,0.0,504.0,337.0,0.114369
benchmark_puzzles/benchmarks3x3/60/puzzle12.txt,0.0,558.0,349.0,0.124612
benchmark_puzzles/benchmarks3x3/60/puzzle13.txt,0.0,540.0,345.0,0.115209
benchmark_puzzles/benchmarks3x3/60/puzzle14.txt,0.0,468.0,329.0,0.109805
benchmark_puzzles/benchmarks3x3/60/puzzle15.txt,0.0,540.0,345.0,0.118195
benchmark_puzzles/benchmarks3x3/60/puzzle16.txt,0.0,504.0,337.0,0.116737
benchmark_puzzles/benchmarks3x3/60/puzzle17.txt,0.0,585.0,355.0,0.119162
benchmark_puzzles/benchmarks3x3/60/puzzle18.txt,0.0,594.0,357.0,0.122613
benchmark_puzzles/benchmarks3x3/60/puzzle19.txt,0.0,486.0,333.0,0.116292
benchmark_puzzles/benchmarks3x3/60/puzzle20.txt,0.0,558.0,349.0,0.118436
benchmark_puzzles/benchmarks3x3/65/puzzle1.txt,0.0,504.0,337.0,0.113766
benchmark_puzzles/benchmarks3x3/65/puzzle2.txt,0.0,504.0,337.0,0.114043
benchmark_puzzles/benchmarks3x3/65/puzzle3.txt,0.0,603.0,359.0,0.118108
benchmark_puzzles/benchmarks3x3/65/puzzle4.txt,0.0,522.0,341.0,0.117887
benchmark_puzzles/benchmarks3x3/65/puzzle5.txt,0.0,594.0,357.0,0.127674
benchmark_puzzles/benchmarks3x3/65/puzzle6.txt,0.0,585.0,355.0,0.12181
benchmark_puzzles/benchmarks3x3/65/puzzle7.txt,0.0,522.0,341.0,0.119712
benchmark_puzzles/benchmarks3x3/65/puzzle8.txt,0.0,621.0,363.0,0.123206
benchmark_puzzles/benchmarks3x3/65/puzzle9.txt,0.0,567.0,351.0,0.122982
benchmark_puzzles/benchmarks3x3/65/puzzle10.txt,0.0,567.0,351.0,0.113624
benchmark_puzzles/benchmarks3x3/65/puzzle11.txt,0.0,540.0,345.0,0.114389
benchmark_puzzles/benchmarks3x3/65/puzzle12.txt,0.0,603.0,359.0,0.121651
benchmark_puzzles/benchmarks3x3/65/puzzle13.txt,0.0,576.0,353.0,0.117257
benchmark_puzzles/benchmarks3x3/65/puzzle14.txt,0.0,504.0,337.0,0.120127
benchmark_puzzles/benchmarks3x3/65/puzzle15.txt,0.0,603.0,359.0,0.118699
benchmark_puzzles/benchmarks3x3/65/puzzle16.txt,0.0,531.0,343.0,0.11719
benchmark_puzzles/benchmarks3x3/65/puzzle17.txt,0.0,603.0,359.0,0.119014
benchmark_puzzles/benchmarks3x3/65/puzzle18.txt,0.0,612.0,361.0,0.118867
benchmark_puzzles/benchmarks3x3/65/puzzle19.txt,0.0,531.0,343.0,0.120847
benchmark_puzzles/benchmarks3x3/65/puzzle20.txt,0.0,585.0,355.0,0.121896
benchmark_puzzles/benchmarks3x3/70/puzzle1.txt,0.0,558.0,349.0,0.117579
benchmark_puzzles/benchmarks3x3/70/puzzle2.txt,0.0,567.0,351.0,0.122137
benchmark_puzzles/benchmarks3x3/70/puzzle3.txt,0.0,630.0,365.0,0.120183
benchmark_puzzles/benchmarks3x3/70/puzzle4.txt,0.0,585.0,355.0,0.123292
benchmark_puzzles/benchmarks3x3/70/puzzle5.txt,0.0,621.0,363.0,0.119555
benchmark_puzzles/benchmarks3x3/70/puzzle6.txt,0.0,621.0,363.0,0.118993
benchmark_puzzles/benchmarks3x3/70/puzzle7.txt,0.0,558.0,349.0,0.117974
benchmark_puzzles/benchmarks3x3/70/puzzle8.txt,0.0,666.0,373.0,0.125599
benchmark_puzzles/benchmarks3x3/70/puzzle9.txt,0.0,612.0,361.0,0.121185
benchmark_puzzles/benchmarks3x3/70/puzzle10.txt,0.0,630.0,365.0,0.122675
benchmark_puzzles/benchmarks3x3/70/puzzle11.txt,0.0,567.0,351.0,0.12069
benchmark_puzzles/benchmarks3x3/70/puzzle12.txt,0.0,630.0,365.0,0.121945
benchmark_puzzles/benchmarks3x3/70/puzzle13.txt,0.0,603.0,359.0,0.119711
benchmark_puzzles/benchmarks3x3/70/puzzle14.txt,0.0,549.0,347.0,0.118442
benchmark_puzzles/benchmarks3x3/70/puzzle15.txt,0.0,630.0,365.0,0.118622
benchmark_puzzles/benchmarks3x3/70/puzzle16.txt,0.0,558.0,349.0,0.114219
benchmark_puzzles/benchmarks3x3/70/puzzle17.txt,0.0,621.0,363.0,0.122216
benchmark_puzzles/benchmarks3x3/70/puzzle18.txt,0.0,648.0,369.0,0.123091
benchmark_puzzles/benchmarks3x3/70/puzzle19.txt,0.0,549.0,347.0,0.120599
benchmark_puzzles/benchmarks3x3/70/puzzle20.txt,0.0,630.0,365.0,0.120532
benchmark_puzzles/benchmarks3x3/75/puzzle1.txt,0.0,576.0,353.0,0.122374
benchmark_puzzles/benchmarks3x3/75/puzzle2.txt,0.0,603.0,359.0,0.120435
benchmark_puzzles/benchmarks3x3/75/puzzle3.txt,0.0,648.0,369.0,0.122359
benchmark_puzzles/benchmarks3x3/75/puzzle4.txt,0.0,639.0,367.0,0.124996
benchmark_puzzles/benchmarks3x3/75/puzzle5.txt,0.0,657.0,371.0,0.118535
benchmark_puzzles/benchmarks3x3/75/puzzle6.txt,0.0,639.0,367.0,0.116683
benchmark_puzzles/benchmarks3x3/75/puzzle7.txt,0.0,594.0,357.0,0.120994
benchmark_puzzles/benchmarks3x3/75/puzzle8.txt,0.0,702.0,381.0,0.124669
benchmark_puzzles/benchmarks3x3/75/puzzle9.txt,0.0,648.0,369.0,0.121411
benchmark_puzzles/benchmarks3x3/75/puzzle10.txt,0.0,657.0,371.0,0.121209
benchmark_puzzles/benchmarks3x3/75/puzzle11.txt,0.0,630.0,365.0,0.124644
benchmark_puzzles/benchmarks3x3/75/puzzle12.txt,0.0,657.0,371.0,0.123896
benchmark_puzzles/benchmarks3x3/75/puzzle13.txt,0.0,621.0,363.0,0.120988
benchmark_puzzles/benchmarks3x3/75/puzzle14.txt,0.0,603.0,359.0,0.123824
benchmark_puzzles/benchmarks3x3/75/puzzle15.txt,0.0,666.0,373.0,0.11971
benchmark_puzzles/benchmarks3x3/75/puzzle16.txt,0.0,621.0,363.0,0.120375
benchmark_puzzles/benchmarks3x3/75/puzzle17.txt,0.0,684.0,377.0,0.125274
benchmark_puzzles/benchmarks3x3/75/puzzle18.txt,0.0,657.0,371.0,0.121107
benchmark_puzzles/benchmarks3x3/75/puzzle19.txt,0.0,603.0,359.0,0.124439
benchmark_puzzles/benchmarks3x3/75/puzzle20.txt,0.0,657.0,371.0,0.12234
benchmark_puzzles/benchmarks3x3/80/puzzle1.txt,0.0,603.0,359.0,0.122434
benchmark_puzzles/benchmarks3x3/80/puzzle2.txt,0.0,648.0,369.0,0.120581
benchmark_puzzles/benchmarks3x3/80/puzzle3.txt,0.0,693.0,379.0,0.123281
benchmark_puzzles/benchmarks3x3/80/puzzle4.txt,0.0,693.0,379.0,0.123088
benchmark_puzzles/benchmarks3x3/80/puzzle5.txt,0.0,666.0,373.0,0.12262
benchmark_puzzles/benchmarks3x3/80/puzzle6.txt,0.0,666.0,373.0,0.120667
benchmark_puzzles/benchmarks3x3/80/puzzle7.txt,0.0,639.0,367.0,0.118502
benchmark_puzzles/benchmarks3x3/80/puzzle8.txt,0.0,729.0,387.0,0.126913
benchmark_puzzles/benchmarks3x3/80/puzzle9.txt,0.0,657.0,371.0,0.123448
benchmark_puzzles/benchmarks3x3/80/puzzle10.txt,0.0,675.0,375.0,0.122365
benchmark_puzzles/benchmarks3x3/80/puzzle11.txt,0.0,675.0,375.0,0.121341
benchmark_puzzles/benchmarks3x3/80/puzzle12.txt,0.0,684.0,377.0,0.120897
benchmark_puzzles/benchmarks3x3/80/puzzle13.txt,0.0,657.0,371.0,0.119969
benchmark_puzzles/benchmarks3x3/80/puzzle14.txt,0.0,639.0,367.0,0.117794
benchmark_puzzles/benchmarks3x3/80/puzzle15.txt,0.0,702.0,381.0,0.125817
benchmark_puzzles/benchmarks3x3/80/puzzle16.txt,0.0,648.0,369.0,0.123354
benchmark_puzzles/benchmarks3x3/80/puzzle17.txt,0.0,729.0,387.0,0.252254
benchmark_puzzles/benchmarks3x3/80/puzzle18.txt,0.0,675.0,375.0,0.125213
benchmark_puzzles/benchmarks3x3/80/puzzle19.txt,0.0,630.0,365.0,0.119376
benchmark_puzzles/benchmarks3x3/80/puzzle20.txt,0.0,693.0,379.0,0.12745
benchmark_puzzles/benchmarks3x3/85/puzzle1.txt,0.0,639.0,367.0,0.122444
benchmark_puzzles/benchmarks3x3/85/puzzle2.txt,0.0,657.0,371.0,0.132739
benchmark_puzzles/benchmarks3x3/85/puzzle3.txt,0.0,711.0,383.0,0.127242
benchmark_puzzles/benchmarks3x3/85/puzzle4.txt,0.0,711.0,383.0,0.124845
benchmark_puzzles/benchmarks3x3/85/puzzle5.txt,0.0,693.0,379.0,0.123162
benchmark_puzzles/benchmarks3x3/85/puzzle6.txt,0.0,702.0,381.0,0.127711
benchmark_puzzles/benchmarks3x3/85/puzzle7.txt,0.0,675.0,375.0,0.122486
benchmark_puzzles/benchmarks3x3/85/puzzle8.txt,0.0,747.0,391.0,0.127455
benchmark_puzzles/benchmarks3x3/85/puzzle9.txt,0.0,702.0,381.0,0.127281
benchmark_puzzles/benchmarks3x3/85/puzzle10.txt,0.0,702.0,381.0,0.127521
benchmark_puzzles/benchmarks3x3/85/puzzle11.txt,0.0,711.0,383.0,0.122638
benchmark_puzzles/benchmarks3x3/85/puzzle12.txt,0.0,711.0,383.0,0.123794
benchmark_puzzles/benchmarks3x3/85/puzzle13.txt,0.0,702.0,381.0,0.126382
benchmark_puzzles/benchmarks3x3/85/puzzle14.txt,0.0,693.0,379.0,0.120969
benchmark_puzzles/benchmarks3x3/85/puzzle15.txt,0.0,720.0,385.0,0.12153
benchmark_puzzles/benchmarks3x3/85/puzzle16.txt,0.0,684.0,377.0,0.128925
benchmark_puzzles/benchmarks3x3/85/puzzle17.txt,0.0,774.0,397.0,0.126259
benchmark_puzzles/benchmarks3x3/85/puzzle18.txt,0.0,711.0,383.0,0.125581
benchmark_puzzles/benchmarks3x3/85/puzzle19.txt,0.0,666.0,373.0,0.122593
benchmark_puzzles/benchmarks3x3/85/puzzle20.txt,0.0,738.0,389.0,0.125619
benchmark_puzzles/benchmarks3x3/90/puzzle1.txt,0.0,693.0,379.0,0.129054
benchmark_puzzles/benchmarks3x3/90/puzzle2.txt,0.0,702.0,381.0,0.126178
benchmark_puzzles/benchmarks3x3/90/puzzle3.txt,0.0,774.0,397.0,0.124793
benchmark_puzzles/benchmarks3x3/90/puzzle4.txt,0.0,756.0,393.0,0.126747
benchmark_puzzles/benchmarks3x3/90/puzzle5.txt,0.0,729.0,387.0,0.129353
benchmark_puzzles/benchmarks3x3/90/puzzle6.txt,0.0,729.0,387.0,0.128661
benchmark_puzzles/benchmarks3x3/90/puzzle7.txt,0.0,711.0,383.0,0.123703
benchmark_puzzles/benchmarks3x3/90/puzzle8.txt,0.0,765.0,395.0,0.126985
benchmark_puzzles/benchmarks3x3/90/puzzle9.txt,0.0,711.0,383.0,0.12562
benchmark_puzzles/benchmarks3x3/90/puzzle10.txt,0.0,738.0,389.0,0.127217
benchmark_puzzles/benchmarks3x3/90/puzzle11.txt,0.0,747.0,391.0,0.126119
benchmark_puzzles/benchmarks3x3/90/puzzle12.txt,0.0,720.0,385.0,0.124136
benchmark_puzzles/benchmarks3x3/90/puzzle13.txt,0.0,729.0,387.0,0.121587
benchmark_puzzles/benchmarks3x3/90/puzzle14.txt,0.0,720.0,385.0,0.128714
benchmark_puzzles/benchmarks3x3/90/puzzle15.txt,0.0,747.0,391.0,0.124443
