name,pathsgurobi,flatintvarsgurobi,flatintconstraintsgurobi,flattimegurobi
benchmark_puzzles/benchmarks3x3/90/puzzle16.txt,0.0,711.0,383.0,0.126295
benchmark_puzzles/benchmarks3x3/90/puzzle17.txt,0.0,783.0,399.0,0.130759
benchmark_puzzles/benchmarks3x3/90/puzzle18.txt,0.0,711.0,383.0,0.122835
benchmark_puzzles/benchmarks3x3/90/puzzle19.txt,0.0,711.0,383.0,0.122771
benchmark_puzzles/benchmarks3x3/90/puzzle20.txt,0.0,756.0,393.0,0.125991
benchmark_puzzles/benchmarks3x3/95/puzzle1.txt,0.0,765.0,395.0,0.127809
benchmark_puzzles/benchmarks3x3/95/puzzle2.txt,0.0,783.0,399.0,0.125609
benchmark_puzzles/benchmarks3x3/95/puzzle3.txt,0.0,801.0,403.0,0.127954
benchmark_puzzles/benchmarks3x3/95/puzzle4.txt,0.0,783.0,399.0,0.129802
benchmark_puzzles/benchmarks3x3/95/puzzle5.txt,0.0,747.0,391.0,0.122642
benchmark_puzzles/benchmarks3x3/95/puzzle6.txt,0.0,747.0,391.0,0.124056
benchmark_puzzles/benchmarks3x3/95/puzzle7.txt,0.0,756.0,393.0,0.129714
benchmark_puzzles/benchmarks3x3/95/puzzle8.txt,0.0,792.0,401.0,0.127052
benchmark_puzzles/benchmarks3x3/95/puzzle9.txt,0.0,783.0,399.0,0.125769
benchmark_puzzles/benchmarks3x3/95/puzzle10.txt,0.0,747.0,391.0,0.131
benchmark_puzzles/benchmarks3x3/95/puzzle11.txt,0.0,774.0,397.0,0.12549
benchmark_puzzles/benchmarks3x3/95/puzzle12.txt,0.0,756.0,393.0,0.127814
benchmark_puzzles/benchmarks3x3/95/puzzle13.txt,0.0,783.0,399.0,0.129554
benchmark_puzzles/benchmarks3x3/95/puzzle14.txt,0.0,738.0,389.0,0.125313
benchmark_puzzles/benchmarks3x3/95/puzzle15.txt,0.0,765.0,395.0,0.127423
benchmark_puzzles/benchmarks3x3/95/puzzle16.txt,0.0,756.0,393.0,0.125218
benchmark_puzzles/benchmarks3x3/95/puzzle17.txt,0.0,792.0,401.0,0.129435
benchmark_puzzles/benchmarks3x3/95/puzzle18.txt,0.0,783.0,399.0,0.124664
benchmark_puzzles/benchmarks3x3/95/puzzle19.txt,0.0,765.0,395.0,0.123062
benchmark_puzzles/benchmarks3x3/95/puzzle20.txt,0.0,783.0,399.0,0.130292
benchmark_puzzles/benchmarks3x3/100/puzzle1.txt,0.0,810.0,405.0,0.13234
benchmark_puzzles/benchmarks3x3/100/puzzle2.txt,0.0,810.0,405.0,0.127762
benchmark_puzzles/benchmarks3x3/100/puzzle3.txt,0.0,810.0,405.0,0.129907
benchmark_puzzles/benchmarks3x3/100/puzzle4.txt,0.0,810.0,405.0,0.128747
benchmark_puzzles/benchmarks3x3/100/puzzle5.txt,0.0,810.0,405.0,0.129853
benchmark_puzzles/benchmarks3x3/100/puzzle6.txt,0.0,810.0,405.0,0.134185
benchmark_puzzles/benchmarks3x3/100/puzzle7.txt,0.0,810.0,405.0,0.124127
benchmark_puzzles/benchmarks3x3/100/puzzle8.txt,0.0,810.0,405.0,0.130624
benchmark_puzzles/benchmarks3x3/100/puzzle9.txt,0.0,810.0,405.0,0.133594
benchmark_puzzles/benchmarks3x3/100/puzzle10.txt,0.0,810.0,405.0,0.129111
benchmark_puzzles/benchmarks3x3/100/puzzle11.txt,0.0,810.0,405.0,0.131329
benchmark_puzzles/benchmarks3x3/100/puzzle12.txt,0.0,810.0,405.0,0.129542
benchmark_puzzles/benchmarks3x3/100/puzzle13.txt,0.0,810.0,405.0,0.13046
benchmark_puzzles/benchmarks3x3/100/puzzle14.txt,0.0,810.0,405.0,0.128948
benchmark_puzzles/benchmarks3x3/100/puzzle15.txt,0.0,810.0,405.0,0.127038
benchmark_puzzles/benchmarks3x3/100/puzzle16.txt,0.0,810.0,405.0,0.126454
benchmark_puzzles/benchmarks3x3/100/puzzle17.txt,0.0,810.0,405.0,0.126821
benchmark_puzzles/benchmarks3x3/100/puzzle18.txt,0.0,810.0,405.0,0.124818
benchmark_puzzles/benchmarks3x3/100/puzzle19.txt,0.0,810.0,405.0,0.130525
benchmark_puzzles/benchmarks3x3/100/puzzle20.txt,0.0,810.0,405.0,0.129393
benchmark_puzzles/benchmarks4x4/10/puzzle3.txt,0.0,320.0,104.0,0.356352
benchmark_puzzles/benchmarks4x4/10/puzzle6.txt,0.0,320.0,100.0,0.322932
benchmark_puzzles/benchmarks4x4/10/puzzle9.txt,0.0,320.0,104.0,0.340068
benchmark_puzzles/benchmarks4x4/10/puzzle13.txt,0.0,320.0,104.0,0.317133
benchmark_puzzles/benchmarks4x4/10/puzzle17.txt,0.0,320.0,104.0,0.37149
benchmark_puzzles/benchmarks4x4/10/puzzle19.txt,0.0,448.0,280.0,0.3186
benchmark_puzzles/benchmarks4x4/10/puzzle20.txt,0.0,448.0,280.0,0.324948
benchmark_puzzles/benchmarks4x4/15/puzzle1.txt,0.0,480.0,296.0,0.348621
benchmark_puzzles/benchmarks4x4/15/puzzle2.txt,0.0,480.0,296.0,0.364685
benchmark_puzzles/benchmarks4x4/15/puzzle3.txt,0.0,608.0,380.0,0.378162
benchmark_puzzles/benchmarks4x4/15/puzzle4.txt,0.0,864.0,700.0,0.403362
benchmark_puzzles/benchmarks4x4/15/puzzle5.txt,0.0,608.0,428.0,0.358957
benchmark_puzzles/benchmarks4x4/15/puzzle6.txt,0.0,416.0,180.0,0.345715
benchmark_puzzles/benchmarks4x4/15/puzzle7.txt,0.0,368.0,154.0,0.327252
benchmark_puzzles/benchmarks4x4/15/puzzle8.txt,0.0,976.0,714.0,0.378126
benchmark_puzzles/benchmarks4x4/15/puzzle11.txt,0.0,864.0,684.0,0.348082
benchmark_puzzles/benchmarks4x4/15/puzzle12.txt,0.0,720.0,570.0,0.333779
benchmark_puzzles/benchmarks4x4/15/puzzle13.txt,0.0,896.0,640.0,0.349405
benchmark_puzzles/benchmarks4x4/15/puzzle15.txt,0.0,896.0,704.0,0.384473
benchmark_puzzles/benchmarks4x4/15/puzzle16.txt,0.0,432.0,262.0,0.357734
benchmark_puzzles/benchmarks4x4/15/puzzle17.txt,0.0,432.0,262.0,0.358423
benchmark_puzzles/benchmarks4x4/15/puzzle18.txt,0.0,976.0,746.0,0.395487
benchmark_puzzles/benchmarks4x4/15/puzzle19.txt,0.0,640.0,512.0,0.349062
benchmark_puzzles/benchmarks4x4/15/puzzle20.txt,0.0,576.0,424.0,0.367539
benchmark_puzzles/benchmarks4x4/20/puzzle1.txt,0.0,720.0,554.0,0.369468
benchmark_puzzles/benchmarks4x4/20/puzzle2.txt,0.0,928.0,676.0,0.357194
benchmark_puzzles/benchmarks4x4/20/puzzle3.txt,0.0,1136.0,798.0,0.356977
benchmark_puzzles/benchmarks4x4/20/puzzle4.txt,0.0,1088.0,760.0,0.363811
benchmark_puzzles/benchmarks4x4/20/puzzle5.txt,0.0,768.0,620.0,0.350393
benchmark_puzzles/benchmarks4x4/20/puzzle6.txt,0.0,912.0,654.0,0.381593
benchmark_puzzles/benchmarks4x4/20/puzzle7.txt,0.0,1216.0,824.0,0.382322
benchmark_puzzles/benchmarks4x4/20/puzzle8.txt,0.0,832.0,648.0,0.364267
benchmark_puzzles/benchmarks4x4/20/puzzle9.txt,0.0,976.0,794.0,0.371966
benchmark_puzzles/benchmarks4x4/20/puzzle10.txt,0.0,928.0,724.0,0.379588
benchmark_puzzles/benchmarks4x4/20/puzzle11.txt,0.0,848.0,650.0,0.375171
benchmark_puzzles/benchmarks4x4/20/puzzle12.txt,0.0,832.0,568.0,0.387676
benchmark_puzzles/benchmarks4x4/20/puzzle13.txt,0.0,800.0,560.0,0.395034
benchmark_puzzles/benchmarks4x4/20/puzzle14.txt,0.0,800.0,560.0,0.352242
benchmark_puzzles/benchmarks4x4/20/puzzle15.txt,0.0,928.0,684.0,0.341394
benchmark_puzzles/benchmarks4x4/20/puzzle16.txt,0.0,864.0,668.0,0.347794
benchmark_puzzles/benchmarks4x4/20/puzzle17.txt,0.0,752.0,526.0,0.350866
benchmark_puzzles/benchmarks4x4/20/puzzle18.txt,0.0,1152.0,816.0,0.378164
benchmark_puzzles/benchmarks4x4/20/puzzle19.txt,0.0,1280.0,860.0,0.37207
benchmark_puzzles/benchmarks4x4/20/puzzle20.txt,0.0,1280.0,860.0,0.372934
benchmark_puzzles/benchmarks4x4/25/puzzle1.txt,0.0,1392.0,878.0,0.434472
benchmark_puzzles/benchmarks4x4/25/puzzle2.txt,0.0,1136.0,798.0,0.376112
benchmark_puzzles/benchmarks4x4/25/puzzle3.txt,0.0,1136.0,798.0,0.361646
benchmark_puzzles/benchmarks4x4/25/puzzle4.txt,0.0,1232.0,842.0,0.368839
benchmark_puzzles/benchmarks4x4/25/puzzle5.txt,0.0,1264.0,862.0,0.389169
benchmark_puzzles/benchmarks4x4/25/puzzle6.txt,0.0,1600.0,936.0,0.419717
benchmark_puzzles/benchmarks4x4/25/puzzle7.txt,0.0,1184.0,804.0,0.374157
benchmark_puzzles/benchmarks4x4/25/puzzle8.txt,0.0,1088.0,792.0,0.360758
benchmark_puzzles/benchmarks4x4/25/puzzle9.txt,0.0,1072.0,726.0,0.369144
benchmark_puzzles/benchmarks4x4/25/puzzle10.txt,0.0,1072.0,726.0,0.392084
benchmark_puzzles/benchmarks4x4/25/puzzle11.txt,0.0,1296.0,898.0,0.352599
benchmark_puzzles/benchmarks4x4/25/puzzle12.txt,0.0,1488.0,922.0,0.366991
benchmark_puzzles/benchmarks4x4/25/puzzle13.txt,0.0,1472.0,920.0,0.37316
benchmark_puzzles/benchmarks4x4/25/puzzle14.txt,0.0,1232.0,842.0,0.363391
benchmark_puzzles/benchmarks4x4/25/puzzle15.txt,0.0,944.0,722.0,0.386569
benchmark_puzzles/benchmarks4x4/25/puzzle16.txt,0.0,1248.0,828.0,0.40493
benchmark_puzzles/benchmarks4x4/25/puzzle17.txt,0.0,1184.0,820.0,0.408683
benchmark_puzzles/benchmarks4x4/25/puzzle18.txt,0.0,1088.0,792.0,0.371051
benchmark_puzzles/benchmarks4x4/25/puzzle19.txt,0.0,1088.0,792.0,0.378074
benchmark_puzzles/benchmarks4x4/25/puzzle20.txt,0.0,1392.0,894.0,0.379252
benchmark_puzzles/benchmarks4x4/30/puzzle1.txt,0.0,1376.0,892.0,0.379986
benchmark_puzzles/benchmarks4x4/30/puzzle2.txt,0.0,1408.0,880.0,0.426577
benchmark_puzzles/benchmarks4x4/30/puzzle3.txt,0.0,1424.0,898.0,0.382269
benchmark_puzzles/benchmarks4x4/30/puzzle4.txt,0.0,1392.0,846.0,0.404365
benchmark_puzzles/benchmarks4x4/30/puzzle5.txt,0.0,1536.0,928.0,0.456119
benchmark_puzzles/benchmarks4x4/30/puzzle6.txt,0.0,1264.0,830.0,0.403917
benchmark_puzzles/benchmarks4x4/30/puzzle7.txt,0.0,1440.0,900.0,0.382339
benchmark_puzzles/benchmarks4x4/30/puzzle8.txt,0.0,1296.0,850.0,0.361803
benchmark_puzzles/benchmarks4x4/30/puzzle9.txt,0.0,1280.0,832.0,0.393508
benchmark_puzzles/benchmarks4x4/30/puzzle10.txt,0.0,1280.0,832.0,0.396008
benchmark_puzzles/benchmarks4x4/30/puzzle11.txt,0.0,1216.0,808.0,0.416334
benchmark_puzzles/benchmarks4x4/30/puzzle12.txt,0.0,1680.0,946.0,0.474266
benchmark_puzzles/benchmarks4x4/30/puzzle13.txt,0.0,1504.0,924.0,0.392163
benchmark_puzzles/benchmarks4x4/30/puzzle14.txt,0.0,1568.0,932.0,0.40133
benchmark_puzzles/benchmarks4x4/30/puzzle15.txt,0.0,1696.0,932.0,0.443013
benchmark_puzzles/benchmarks4x4/30/puzzle16.txt,0.0,1472.0,872.0,0.386427
benchmark_puzzles/benchmarks4x4/30/puzzle17.txt,0.0,1296.0,866.0,0.409658
benchmark_puzzles/benchmarks4x4/30/puzzle18.txt,0.0,1296.0,866.0,0.374321
benchmark_puzzles/benchmarks4x4/30/puzzle19.txt,0.0,1520.0,894.0,0.372294
benchmark_puzzles/benchmarks4x4/30/puzzle20.txt,0.0,1520.0,894.0,0.370226
benchmark_puzzles/benchmarks4x4/35/puzzle1.txt,0.0,1552.0,914.0,0.385392
benchmark_puzzles/benchmarks4x4/35/puzzle2.txt,0.0,1552.0,914.0,0.389313
benchmark_puzzles/benchmarks4x4/35/puzzle3.txt,0.0,1584.0,918.0,0.394619
benchmark_puzzles/benchmarks4x4/35/puzzle4.txt,0.0,1680.0,946.0,0.500577
benchmark_puzzles/benchmarks4x4/35/puzzle5.txt,0.0,1360.0,810.0,0.612982
benchmark_puzzles/benchmarks4x4/35/puzzle6.txt,0.0,1632.0,924.0,0.572198
benchmark_puzzles/benchmarks4x4/35/puzzle7.txt,0.0,1632.0,924.0,0.381701
benchmark_puzzles/benchmarks4x4/35/puzzle8.txt,0.0,1776.0,942.0,0.414313
benchmark_puzzles/benchmarks4x4/35/puzzle9.txt,0.0,1856.0,968.0,0.417789
benchmark_puzzles/benchmarks4x4/35/puzzle10.txt,0.0,1856.0,968.0,0.416628
benchmark_puzzles/benchmarks4x4/35/puzzle11.txt,0.0,1600.0,920.0,0.396315
benchmark_puzzles/benchmarks4x4/35/puzzle12.txt,0.0,1664.0,944.0,0.379945
benchmark_puzzles/benchmarks4x4/35/puzzle13.txt,0.0,1728.0,952.0,0.395312
benchmark_puzzles/benchmarks4x4/35/puzzle14.txt,0.0,1728.0,952.0,0.415809
benchmark_puzzles/benchmarks4x4/35/puzzle15.txt,0.0,1504.0,876.0,0.377138
benchmark_puzzles/benchmarks4x4/35/puzzle16.txt,0.0,1728.0,952.0,0.389063
benchmark_puzzles/benchmarks4x4/35/puzzle17.txt,0.0,1568.0,900.0,0.465489
benchmark_puzzles/benchmarks4x4/35/puzzle18.txt,0.0,1568.0,900.0,0.420862
benchmark_puzzles/benchmarks4x4/35/puzzle19.txt,0.0,1760.0,940.0,0.411552
benchmark_puzzles/benchmarks4x4/35/puzzle20.txt,0.0,1760.0,940.0,0.399848
benchmark_puzzles/benchmarks4x4/40/puzzle1.txt,0.0,1952.0,980.0,0.426292
benchmark_puzzles/benchmarks4x4/40/puzzle2.txt,0.0,1712.0,950.0,0.392558
benchmark_puzzles/benchmarks4x4/40/puzzle3.txt,0.0,1984.0,984.0,0.43236
benchmark_puzzles/benchmarks4x4/40/puzzle4.txt,0.0,1984.0,984.0,0.434385
benchmark_puzzles/benchmarks4x4/40/puzzle5.txt,0.0,1984.0,984.0,0.433146
benchmark_puzzles/benchmarks4x4/40/puzzle6.txt,0.0,1888.0,972.0,0.441332
benchmark_puzzles/benchmarks4x4/40/puzzle7.txt,0.0,1696.0,948.0,0.406242
benchmark_puzzles/benchmarks4x4/40/puzzle8.txt,0.0,1936.0,978.0,0.415862
benchmark_puzzles/benchmarks4x4/40/puzzle9.txt,0.0,1936.0,978.0,0.428111
benchmark_puzzles/benchmarks4x4/40/puzzle10.txt,0.0,2096.0,998.0,0.691611
benchmark_puzzles/benchmarks4x4/40/puzzle11.txt,0.0,1904.0,974.0,0.516607
benchmark_puzzles/benchmarks4x4/40/puzzle12.txt,0.0,1856.0,968.0,0.447143
benchmark_puzzles/benchmarks4x4/40/puzzle13.txt,0.0,2016.0,988.0,0.459621
benchmark_puzzles/benchmarks4x4/40/puzzle14.txt,0.0,2016.0,988.0,0.431546
benchmark_puzzles/benchmarks4x4/40/puzzle15.txt,0.0,2080.0,996.0,0.421144
benchmark_puzzles/benchmarks4x4/40/puzzle16.txt,0.0,1984.0,984.0,0.435293
benchmark_puzzles/benchmarks4x4/40/puzzle17.txt,0.0,1984.0,984.0,0.431866
benchmark_puzzles/benchmarks4x4/40/puzzle18.txt,0.0,1728.0,936.0,0.423252
benchmark_puzzles/benchmarks4x4/40/puzzle19.txt,0.0,1936.0,978.0,0.410739
benchmark_puzzles/benchmarks4x4/40/puzzle20.txt,0.0,2064.0,994.0,0.416187
benchmark_puzzles/benchmarks4x4/45/puzzle1.txt,0.0,1952.0,964.0,0.413425
benchmark_puzzles/benchmarks4x4/45/puzzle2.txt,0.0,2320.0,1026.0,0.463091
benchmark_puzzles/benchmarks4x4/45/puzzle3.txt,0.0,2096.0,998.0,0.447751
benchmark_puzzles/benchmarks4x4/45/puzzle4.txt,0.0,2176.0,1008.0,0.437543
benchmark_puzzles/benchmarks4x4/45/puzzle5.txt,0.0,2096.0,998.0,0.431719
benchmark_puzzles/benchmarks4x4/45/puzzle6.txt,0.0,2240.0,1016.0,0.474869
benchmark_puzzles/benchmarks4x4/45/puzzle7.txt,0.0,2112.0,1000.0,0.464954
benchmark_puzzles/benchmarks4x4/45/puzzle8.txt,0.0,2224.0,1014.0,0.439554
benchmark_puzzles/benchmarks4x4/45/puzzle9.txt,0.0,2144.0,1004.0,0.43199
benchmark_puzzles/benchmarks4x4/45/puzzle10.txt,0.0,2144.0,1004.0,0.427607
benchmark_puzzles/benchmarks4x4/45/puzzle11.txt,0.0,2016.0,988.0,0.427651
benchmark_puzzles/benchmarks4x4/45/puzzle12.txt,0.0,2080.0,996.0,0.415962
benchmark_puzzles/benchmarks4x4/45/puzzle13.txt,0.0,2000.0,986.0,0.427426
benchmark_puzzles/benchmarks4x4/45/puzzle14.txt,0.0,2080.0,996.0,0.430471
benchmark_puzzles/benchmarks4x4/45/puzzle15.txt,0.0,2080.0,996.0,0.441429
benchmark_puzzles/benchmarks4x4/45/puzzle16.txt,0.0,2160.0,1006.0,0.465569
benchmark_puzzles/benchmarks4x4/45/puzzle17.txt,0.0,2160.0,1006.0,0.445304
benchmark_puzzles/benchmarks4x4/45/puzzle18.txt,0.0,2032.0,990.0,0.457409
benchmark_puzzles/benchmarks4x4/45/puzzle19.txt,0.0,2096.0,998.0,0.435155
benchmark_puzzles/benchmarks4x4/45/puzzle20.txt,0.0,2096.0,998.0,0.433158
benchmark_puzzles/benchmarks4x4/50/puzzle1.txt,0.0,2608.0,1062.0,0.489343
benchmark_puzzles/benchmarks4x4/50/puzzle2.txt,0.0,2240.0,1016.0,0.463972
benchmark_puzzles/benchmarks4x4/50/puzzle3.txt,0.0,2256.0,1018.0,0.463485
benchmark_puzzles/benchmarks4x4/50/puzzle4.txt,0.0,2288.0,1022.0,0.443793
benchmark_puzzles/benchmarks4x4/50/puzzle5.txt,0.0,2288.0,1022.0,0.445314
benchmark_puzzles/benchmarks4x4/50/puzzle6.txt,0.0,2448.0,1042.0,0.480207
benchmark_puzzles/benchmarks4x4/50/puzzle7.txt,0.0,2496.0,1048.0,0.472547
benchmark_puzzles/benchmarks4x4/50/puzzle8.txt,0.0,2496.0,1048.0,0.456934
benchmark_puzzles/benchmarks4x4/50/puzzle9.txt,0.0,2336.0,1028.0,0.441315
benchmark_puzzles/benchmarks4x4/50/puzzle10.txt,0.0,2288.0,1022.0,0.449149
benchmark_puzzles/benchmarks4x4/50/puzzle11.txt,0.0,2336.0,1028.0,0.554841
benchmark_puzzles/benchmarks4x4/50/puzzle12.txt,0.0,2336.0,1028.0,0.473372
benchmark_puzzles/benchmarks4x4/50/puzzle13.txt,0.0,2336.0,1028.0,0.45292
benchmark_puzzles/benchmarks4x4/50/puzzle14.txt,0.0,2304.0,1024.0,0.747936
benchmark_puzzles/benchmarks4x4/50/puzzle15.txt,0.0,2336.0,1028.0,0.567476
benchmark_puzzles/benchmarks4x4/50/puzzle16.txt,0.0,2384.0,1034.0,0.480226
benchmark_puzzles/benchmarks4x4/50/puzzle17.txt,0.0,2384.0,1034.0,0.465413
benchmark_puzzles/benchmarks4x4/50/puzzle18.txt,0.0,2272.0,1020.0,0.444747
benchmark_puzzles/benchmarks4x4/50/puzzle19.txt,0.0,2368.0,1032.0,0.483406
benchmark_puzzles/benchmarks4x4/50/puzzle20.txt,0.0,2368.0,1032.0,0.482913
benchmark_puzzles/benchmarks4x4/55/puzzle1.txt,0.0,2400.0,1036.0,0.443619
benchmark_puzzles/benchmarks4x4/55/puzzle2.txt,0.0,2352.0,1030.0,0.433835
benchmark_puzzles/benchmarks4x4/55/puzzle3.txt,0.0,2528.0,1052.0,0.464111
benchmark_puzzles/benchmarks4x4/55/puzzle4.txt,0.0,2544.0,1054.0,0.465405
benchmark_puzzles/benchmarks4x4/55/puzzle5.txt,0.0,2496.0,1048.0,0.466553
benchmark_puzzles/benchmarks4x4/55/puzzle6.txt,0.0,2560.0,1056.0,0.474134
benchmark_puzzles/benchmarks4x4/55/puzzle7.txt,0.0,2240.0,1016.0,0.459096
benchmark_puzzles/benchmarks4x4/55/puzzle8.txt,0.0,2240.0,1016.0,0.466112
benchmark_puzzles/benchmarks4x4/55/puzzle9.txt,0.0,2608.0,1062.0,0.508897
benchmark_puzzles/benchmarks4x4/55/puzzle10.txt,0.0,2416.0,1038.0,0.47122
benchmark_puzzles/benchmarks4x4/55/puzzle11.txt,0.0,2608.0,1062.0,0.471928
benchmark_puzzles/benchmarks4x4/55/puzzle12.txt,0.0,2608.0,1062.0,0.475552
benchmark_puzzles/benchmarks4x4/55/puzzle13.txt,0.0,2640.0,1066.0,0.479393
benchmark_puzzles/benchmarks4x4/55/puzzle14.txt,0.0,2528.0,1052.0,0.482355
benchmark_puzzles/benchmarks4x4/55/puzzle15.txt,0.0,2528.0,1052.0,0.471003
benchmark_puzzles/benchmarks4x4/55/puzzle16.txt,0.0,2336.0,1028.0,0.470864
benchmark_puzzles/benchmarks4x4/55/puzzle17.txt,0.0,2400.0,1036.0,0.462004
benchmark_puzzles/benchmarks4x4/55/puzzle18.txt,0.0,2480.0,1046.0,0.443791
benchmark_puzzles/benchmarks4x4/55/puzzle19.txt,0.0,2432.0,1040.0,0.44552
benchmark_puzzles/benchmarks4x4/55/puzzle20.txt,0.0,2432.0,1040.0,0.444266
benchmark_puzzles/benchmarks4x4/60/puzzle1.txt,0.0,2560.0,1056.0,0.490442
benchmark_puzzles/benchmarks4x4/60/puzzle2.txt,0.0,2448.0,1042.0,0.494422
benchmark_puzzles/benchmarks4x4/60/puzzle3.txt,0.0,2832.0,1090.0,0.485977
benchmark_puzzles/benchmarks4x4/60/puzzle4.txt,0.0,2448.0,1042.0,0.456908
benchmark_puzzles/benchmarks4x4/60/puzzle5.txt,0.0,2448.0,1042.0,0.472563
benchmark_puzzles/benchmarks4x4/60/puzzle6.txt,0.0,2640.0,1066.0,0.463209
benchmark_puzzles/benchmarks4x4/60/puzzle7.txt,0.0,2848.0,1092.0,0.47924
benchmark_puzzles/benchmarks4x4/60/puzzle8.txt,0.0,2608.0,1062.0,0.498332
benchmark_puzzles/benchmarks4x4/60/puzzle9.txt,0.0,2608.0,1062.0,0.469869
benchmark_puzzles/benchmarks4x4/60/puzzle10.txt,0.0,2608.0,1062.0,0.538492
benchmark_puzzles/benchmarks4x4/60/puzzle11.txt,0.0,2656.0,1068.0,0.467796
benchmark_puzzles/benchmarks4x4/60/puzzle12.txt,0.0,2432.0,1040.0,0.453125
benchmark_puzzles/benchmarks4x4/60/puzzle13.txt,0.0,2912.0,1100.0,0.541818
benchmark_puzzles/benchmarks4x4/60/puzzle14.txt,0.0,2720.0,1076.0,0.494528
benchmark_puzzles/benchmarks4x4/60/puzzle15.txt,0.0,2992.0,1110.0,0.491901
benchmark_puzzles/benchmarks4x4/60/puzzle16.txt,0.0,2496.0,1048.0,0.502174
benchmark_puzzles/benchmarks4x4/60/puzzle17.txt,0.0,2816.0,1088.0,0.502491
benchmark_puzzles/benchmarks4x4/60/puzzle18.txt,0.0,2816.0,1088.0,0.50786
benchmark_puzzles/benchmarks4x4/60/puzzle19.txt,0.0,2496.0,1048.0,0.462047
benchmark_puzzles/benchmarks4x4/60/puzzle20.txt,0.0,2544.0,1054.0,0.451575
benchmark_puzzles/benchmarks4x4/65/puzzle1.txt,0.0,2912.0,1100.0,0.490066
benchmark_puzzles/benchmarks4x4/65/puzzle2.txt,0.0,2864.0,1094.0,0.481721
benchmark_puzzles/benchmarks4x4/65/puzzle3.txt,0.0,2976.0,1108.0,0.512629
benchmark_puzzles/benchmarks4x4/65/puzzle4.txt,0.0,2720.0,1076.0,0.469536
benchmark_puzzles/benchmarks4x4/65/puzzle5.txt,0.0,2928.0,1102.0,0.516686
benchmark_puzzles/benchmarks4x4/65/puzzle6.txt,0.0,2928.0,1102.0,0.488564
benchmark_puzzles/benchmarks4x4/65/puzzle7.txt,0.0,2992.0,1110.0,0.518111
benchmark_puzzles/benchmarks4x4/65/puzzle8.txt,0.0,2992.0,1110.0,0.497322
benchmark_puzzles/benchmarks4x4/65/puzzle9.txt,0.0,2800.0,1086.0,0.473005
benchmark_puzzles/benchmarks4x4/65/puzzle10.txt,0.0,3008.0,1112.0,0.497168
benchmark_puzzles/benchmarks4x4/65/puzzle11.txt,0.0,3008.0,1112.0,0.490801
benchmark_puzzles/benchmarks4x4/65/puzzle12.txt,0.0,3072.0,1120.0,0.498123
benchmark_puzzles/benchmarks4x4/65/puzzle13.txt,0.0,2864.0,1094.0,0.506368
benchmark_puzzles/benchmarks4x4/65/puzzle14.txt,0.0,2880.0,1096.0,0.477074
benchmark_puzzles/benchmarks4x4/65/puzzle15.txt,0.0,2880.0,1096.0,0.514752
benchmark_puzzles/benchmarks4x4/65/puzzle16.txt,0.0,2960.0,1106.0,0.556422
benchmark_puzzles/benchmarks4x4/65/puzzle17.txt,0.0,2928.0,1102.0,0.487708
benchmark_puzzles/benchmarks4x4/65/puzzle18.txt,0.0,2928.0,1102.0,0.591705
benchmark_puzzles/benchmarks4x4/65/puzzle19.txt,0.0,2896.0,1098.0,0.514591
benchmark_puzzles/benchmarks4x4/65/puzzle20.txt,0.0,2944.0,1104.0,0.560775
benchmark_puzzles/benchmarks4x4/70/puzzle1.txt,0.0,3136.0,1128.0,0.533016
benchmark_puzzles/benchmarks4x4/70/puzzle2.txt,0.0,3264.0,1144.0,0.530213
benchmark_puzzles/benchmarks4x4/70/puzzle3.txt,0.0,3184.0,1134.0,0.628611
benchmark_puzzles/benchmarks4x4/70/puzzle4.txt,0.0,3072.0,1120.0,0.59148
benchmark_puzzles/benchmarks4x4/70/puzzle5.txt,0.0,3168.0,1132.0,0.5058
benchmark_puzzles/benchmarks4x4/70/puzzle6.txt,0.0,3312.0,1150.0,0.522141
benchmark_puzzles/benchmarks4x4/70/puzzle7.txt,0.0,3072.0,1120.0,0.490193
benchmark_puzzles/benchmarks4x4/70/puzzle8.txt,0.0,3120.0,1126.0,0.516278
benchmark_puzzles/benchmarks4x4/70/puzzle9.txt,0.0,3120.0,1126.0,0.551337
benchmark_puzzles/benchmarks4x4/70/puzzle10.txt,0.0,3152.0,1130.0,0.52305
benchmark_puzzles/benchmarks4x4/70/puzzle11.txt,0.0,3072.0,1120.0,0.502785
benchmark_puzzles/benchmarks4x4/70/puzzle12.txt,0.0,3072.0,1120.0,0.522919
benchmark_puzzles/benchmarks4x4/70/puzzle13.txt,0.0,3328.0,1152.0,0.513368
benchmark_puzzles/benchmarks4x4/70/puzzle14.txt,0.0,3152.0,1130.0,0.479551
benchmark_puzzles/benchmarks4x4/70/puzzle15.txt,0.0,3152.0,1130.0,0.504594
benchmark_puzzles/benchmarks4x4/70/puzzle16.txt,0.0,3264.0,1144.0,0.483146
benchmark_puzzles/benchmarks4x4/70/puzzle17.txt,0.0,3296.0,1148.0,0.497934
benchmark_puzzles/benchmarks4x4/70/puzzle18.txt,0.0,3024.0,1114.0,0.523472
benchmark_puzzles/benchmarks4x4/70/puzzle19.txt,0.0,2944.0,1104.0,0.506792
benchmark_puzzles/benchmarks4x4/70/puzzle20.txt,0.0,3120.0,1126.0,0.788803
benchmark_puzzles/benchmarks4x4/75/puzzle1.txt,0.0,3344.0,1154.0,0.503453
