name,pathscplex,flatintvarscplex,flatintconstraintscplex,flattimecplex
benchmark_puzzles/benchmarks3x3/40/puzzle14.txt,0.0,324.0,261.0,0.109986
benchmark_puzzles/benchmarks3x3/40/puzzle15.txt,0.0,288.0,226.0,0.10869
benchmark_puzzles/benchmarks3x3/40/puzzle16.txt,0.0,396.0,313.0,0.11111
benchmark_puzzles/benchmarks3x3/40/puzzle17.txt,0.0,414.0,317.0,0.10751
benchmark_puzzles/benchmarks3x3/40/puzzle18.txt,0.0,477.0,331.0,0.113174
benchmark_puzzles/benchmarks3x3/40/puzzle19.txt,0.0,378.0,300.0,0.106832
benchmark_puzzles/benchmarks3x3/40/puzzle20.txt,0.0,369.0,298.0,0.106732
benchmark_puzzles/benchmarks3x3/45/puzzle1.txt,0.0,369.0,298.0,0.107025
benchmark_puzzles/benchmarks3x3/45/puzzle2.txt,0.0,378.0,300.0,0.106651
benchmark_puzzles/benchmarks3x3/45/puzzle3.txt,0.0,414.0,299.0,0.112537
benchmark_puzzles/benchmarks3x3/45/puzzle4.txt,0.0,342.0,283.0,0.108143
benchmark_puzzles/benchmarks3x3/45/puzzle5.txt,0.0,405.0,306.0,0.11098
benchmark_puzzles/benchmarks3x3/45/puzzle6.txt,0.0,459.0,327.0,0.109466
benchmark_puzzles/benchmarks3x3/45/puzzle7.txt,0.0,279.0,224.0,0.107833
benchmark_puzzles/benchmarks3x3/45/puzzle8.txt,0.0,459.0,318.0,0.111629
benchmark_puzzles/benchmarks3x3/45/puzzle9.txt,0.0,423.0,319.0,0.109981
benchmark_puzzles/benchmarks3x3/45/puzzle10.txt,0.0,468.0,320.0,0.11344
benchmark_puzzles/benchmarks3x3/45/puzzle11.txt,0.0,405.0,315.0,0.107928
benchmark_puzzles/benchmarks3x3/45/puzzle12.txt,0.0,477.0,331.0,0.112499
benchmark_puzzles/benchmarks3x3/45/puzzle13.txt,0.0,504.0,337.0,0.112356
benchmark_puzzles/benchmarks3x3/45/puzzle14.txt,0.0,369.0,289.0,0.111401
benchmark_puzzles/benchmarks3x3/45/puzzle15.txt,0.0,378.0,291.0,0.111147
benchmark_puzzles/benchmarks3x3/45/puzzle16.txt,0.0,405.0,315.0,0.111875
benchmark_puzzles/benchmarks3x3/45/puzzle17.txt,0.0,441.0,323.0,0.111927
benchmark_puzzles/benchmarks3x3/45/puzzle18.txt,0.0,486.0,333.0,0.113788
benchmark_puzzles/benchmarks3x3/45/puzzle19.txt,0.0,405.0,315.0,0.110543
benchmark_puzzles/benchmarks3x3/45/puzzle20.txt,0.0,441.0,314.0,0.113061
benchmark_puzzles/benchmarks3x3/50/puzzle1.txt,0.0,396.0,304.0,0.109581
benchmark_puzzles/benchmarks3x3/50/puzzle2.txt,0.0,387.0,302.0,0.111808
benchmark_puzzles/benchmarks3x3/50/puzzle3.txt,0.0,486.0,333.0,0.115148
benchmark_puzzles/benchmarks3x3/50/puzzle4.txt,0.0,387.0,302.0,0.111321
benchmark_puzzles/benchmarks3x3/50/puzzle5.txt,0.0,477.0,331.0,0.115469
benchmark_puzzles/benchmarks3x3/50/puzzle6.txt,0.0,513.0,339.0,0.112414
benchmark_puzzles/benchmarks3x3/50/puzzle7.txt,0.0,315.0,250.0,0.110963
benchmark_puzzles/benchmarks3x3/50/puzzle8.txt,0.0,495.0,335.0,0.113333
benchmark_puzzles/benchmarks3x3/50/puzzle9.txt,0.0,468.0,329.0,0.113698
benchmark_puzzles/benchmarks3x3/50/puzzle10.txt,0.0,477.0,322.0,0.112586
benchmark_puzzles/benchmarks3x3/50/puzzle11.txt,0.0,477.0,331.0,0.113374
benchmark_puzzles/benchmarks3x3/50/puzzle12.txt,0.0,513.0,339.0,0.114167
benchmark_puzzles/benchmarks3x3/50/puzzle13.txt,0.0,522.0,341.0,0.114113
benchmark_puzzles/benchmarks3x3/50/puzzle14.txt,0.0,405.0,297.0,0.109867
benchmark_puzzles/benchmarks3x3/50/puzzle15.txt,0.0,414.0,299.0,0.109728
benchmark_puzzles/benchmarks3x3/50/puzzle16.txt,0.0,441.0,323.0,0.111394
benchmark_puzzles/benchmarks3x3/50/puzzle17.txt,0.0,495.0,335.0,0.117065
benchmark_puzzles/benchmarks3x3/50/puzzle18.txt,0.0,522.0,341.0,0.114904
benchmark_puzzles/benchmarks3x3/50/puzzle19.txt,0.0,441.0,323.0,0.110862
benchmark_puzzles/benchmarks3x3/50/puzzle20.txt,0.0,459.0,318.0,0.116221
benchmark_puzzles/benchmarks3x3/55/puzzle1.txt,0.0,468.0,329.0,0.111221
benchmark_puzzles/benchmarks3x3/55/puzzle2.txt,0.0,405.0,306.0,0.108735
benchmark_puzzles/benchmarks3x3/55/puzzle3.txt,0.0,549.0,347.0,0.118363
benchmark_puzzles/benchmarks3x3/55/puzzle4.txt,0.0,468.0,329.0,0.113195
benchmark_puzzles/benchmarks3x3/55/puzzle5.txt,0.0,531.0,343.0,0.116929
benchmark_puzzles/benchmarks3x3/55/puzzle6.txt,0.0,540.0,345.0,0.115921
benchmark_puzzles/benchmarks3x3/55/puzzle7.txt,0.0,414.0,317.0,0.111219
benchmark_puzzles/benchmarks3x3/55/puzzle8.txt,0.0,522.0,341.0,0.116358
benchmark_puzzles/benchmarks3x3/55/puzzle9.txt,0.0,495.0,335.0,0.110438
benchmark_puzzles/benchmarks3x3/55/puzzle10.txt,0.0,513.0,339.0,0.115165
benchmark_puzzles/benchmarks3x3/55/puzzle11.txt,0.0,486.0,333.0,0.113457
benchmark_puzzles/benchmarks3x3/55/puzzle12.txt,0.0,522.0,341.0,0.117406
benchmark_puzzles/benchmarks3x3/55/puzzle13.txt,0.0,522.0,341.0,0.118575
benchmark_puzzles/benchmarks3x3/55/puzzle14.txt,0.0,450.0,325.0,0.109302
benchmark_puzzles/benchmarks3x3/55/puzzle15.txt,0.0,477.0,331.0,0.115692
benchmark_puzzles/benchmarks3x3/55/puzzle16.txt,0.0,468.0,329.0,0.112038
benchmark_puzzles/benchmarks3x3/55/puzzle17.txt,0.0,531.0,343.0,0.116114
benchmark_puzzles/benchmarks3x3/55/puzzle18.txt,0.0,540.0,345.0,0.118394
benchmark_puzzles/benchmarks3x3/55/puzzle19.txt,0.0,477.0,331.0,0.111087
benchmark_puzzles/benchmarks3x3/55/puzzle20.txt,0.0,504.0,328.0,0.115759
benchmark_puzzles/benchmarks3x3/60/puzzle1.txt,0.0,477.0,331.0,0.112891
benchmark_puzzles/benchmarks3x3/60/puzzle2.txt,0.0,450.0,316.0,0.114325
benchmark_puzzles/benchmarks3x3/60/puzzle3.txt,0.0,576.0,353.0,0.117017
benchmark_puzzles/benchmarks3x3/60/puzzle4.txt,0.0,477.0,331.0,0.11196
benchmark_puzzles/benchmarks3x3/60/puzzle5.txt,0.0,567.0,351.0,0.120178
benchmark_puzzles/benchmarks3x3/60/puzzle6.txt,0.0,540.0,345.0,0.114365
benchmark_puzzles/benchmarks3x3/60/puzzle7.txt,0.0,495.0,335.0,0.116081
benchmark_puzzles/benchmarks3x3/60/puzzle8.txt,0.0,576.0,353.0,0.114229
benchmark_puzzles/benchmarks3x3/60/puzzle9.txt,0.0,522.0,341.0,0.115862
benchmark_puzzles/benchmarks3x3/60/puzzle10.txt,0.0,540.0,345.0,0.113934
benchmark_puzzles/benchmarks3x3/60/puzzle11.txt,0.0,504.0,337.0,0.11332
benchmark_puzzles/benchmarks3x3/60/puzzle12.txt,0.0,558.0,349.0,0.11844
benchmark_puzzles/benchmarks3x3/60/puzzle13.txt,0.0,540.0,345.0,0.116984
benchmark_puzzles/benchmarks3x3/60/puzzle14.txt,0.0,468.0,329.0,0.113157
benchmark_puzzles/benchmarks3x3/60/puzzle15.txt,0.0,540.0,345.0,0.116727
benchmark_puzzles/benchmarks3x3/60/puzzle16.txt,0.0,504.0,337.0,0.1141
benchmark_puzzles/benchmarks3x3/60/puzzle17.txt,0.0,585.0,355.0,0.115823
benchmark_puzzles/benchmarks3x3/60/puzzle18.txt,0.0,594.0,357.0,0.1221
benchmark_puzzles/benchmarks3x3/60/puzzle19.txt,0.0,486.0,333.0,0.113512
benchmark_puzzles/benchmarks3x3/60/puzzle20.txt,0.0,558.0,349.0,0.115679
benchmark_puzzles/benchmarks3x3/65/puzzle1.txt,0.0,504.0,337.0,0.115129
benchmark_puzzles/benchmarks3x3/65/puzzle2.txt,0.0,504.0,337.0,0.113697
benchmark_puzzles/benchmarks3x3/65/puzzle3.txt,0.0,603.0,359.0,0.120405
benchmark_puzzles/benchmarks3x3/65/puzzle4.txt,0.0,522.0,341.0,0.117457
benchmark_puzzles/benchmarks3x3/65/puzzle5.txt,0.0,594.0,357.0,0.118722
benchmark_puzzles/benchmarks3x3/65/puzzle6.txt,0.0,585.0,355.0,0.122236
benchmark_puzzles/benchmarks3x3/65/puzzle7.txt,0.0,522.0,341.0,0.132336
benchmark_puzzles/benchmarks3x3/65/puzzle8.txt,0.0,621.0,363.0,0.122373
benchmark_puzzles/benchmarks3x3/65/puzzle9.txt,0.0,567.0,351.0,0.134539
benchmark_puzzles/benchmarks3x3/65/puzzle10.txt,0.0,567.0,351.0,0.118551
benchmark_puzzles/benchmarks3x3/65/puzzle11.txt,0.0,540.0,345.0,0.117132
benchmark_puzzles/benchmarks3x3/65/puzzle12.txt,0.0,603.0,359.0,0.117199
benchmark_puzzles/benchmarks3x3/65/puzzle13.txt,0.0,576.0,353.0,0.116233
benchmark_puzzles/benchmarks3x3/65/puzzle14.txt,0.0,504.0,337.0,0.116984
benchmark_puzzles/benchmarks3x3/65/puzzle15.txt,0.0,603.0,359.0,0.119679
benchmark_puzzles/benchmarks3x3/65/puzzle16.txt,0.0,531.0,343.0,0.114472
benchmark_puzzles/benchmarks3x3/65/puzzle17.txt,0.0,603.0,359.0,0.118969
benchmark_puzzles/benchmarks3x3/65/puzzle18.txt,0.0,612.0,361.0,0.116408
benchmark_puzzles/benchmarks3x3/65/puzzle19.txt,0.0,531.0,343.0,0.126228
benchmark_puzzles/benchmarks3x3/65/puzzle20.txt,0.0,585.0,355.0,0.117522
benchmark_puzzles/benchmarks3x3/70/puzzle1.txt,0.0,558.0,349.0,0.116234
benchmark_puzzles/benchmarks3x3/70/puzzle2.txt,0.0,567.0,351.0,0.11527
benchmark_puzzles/benchmarks3x3/70/puzzle3.txt,0.0,630.0,365.0,0.120513
benchmark_puzzles/benchmarks3x3/70/puzzle4.txt,0.0,585.0,355.0,0.115885
benchmark_puzzles/benchmarks3x3/70/puzzle5.txt,0.0,621.0,363.0,0.11636
benchmark_puzzles/benchmarks3x3/70/puzzle6.txt,0.0,621.0,363.0,0.117688
benchmark_puzzles/benchmarks3x3/70/puzzle7.txt,0.0,558.0,349.0,0.113588
benchmark_puzzles/benchmarks3x3/70/puzzle8.txt,0.0,666.0,373.0,0.121936
benchmark_puzzles/benchmarks3x3/70/puzzle9.txt,0.0,612.0,361.0,0.117579
benchmark_puzzles/benchmarks3x3/70/puzzle10.txt,0.0,630.0,365.0,0.120349
benchmark_puzzles/benchmarks3x3/70/puzzle11.txt,0.0,567.0,351.0,0.118446
benchmark_puzzles/benchmarks3x3/70/puzzle12.txt,0.0,630.0,365.0,0.11932
benchmark_puzzles/benchmarks3x3/70/puzzle13.txt,0.0,603.0,359.0,0.172027
benchmark_puzzles/benchmarks3x3/70/puzzle14.txt,0.0,549.0,347.0,0.115527
benchmark_puzzles/benchmarks3x3/70/puzzle15.txt,0.0,630.0,365.0,0.118912
benchmark_puzzles/benchmarks3x3/70/puzzle16.txt,0.0,558.0,349.0,0.115334
benchmark_puzzles/benchmarks3x3/70/puzzle17.txt,0.0,621.0,363.0,0.120669
benchmark_puzzles/benchmarks3x3/70/puzzle18.txt,0.0,648.0,369.0,0.122641
benchmark_puzzles/benchmarks3x3/70/puzzle19.txt,0.0,549.0,347.0,0.116376
benchmark_puzzles/benchmarks3x3/70/puzzle20.txt,0.0,630.0,365.0,0.165768
benchmark_puzzles/benchmarks3x3/75/puzzle1.txt,0.0,576.0,353.0,0.117723
benchmark_puzzles/benchmarks3x3/75/puzzle2.txt,0.0,603.0,359.0,0.118252
benchmark_puzzles/benchmarks3x3/75/puzzle3.txt,0.0,648.0,369.0,0.118414
benchmark_puzzles/benchmarks3x3/75/puzzle4.txt,0.0,639.0,367.0,0.118775
benchmark_puzzles/benchmarks3x3/75/puzzle5.txt,0.0,657.0,371.0,0.121908
benchmark_puzzles/benchmarks3x3/75/puzzle6.txt,0.0,639.0,367.0,0.123797
benchmark_puzzles/benchmarks3x3/75/puzzle7.txt,0.0,594.0,357.0,0.122389
benchmark_puzzles/benchmarks3x3/75/puzzle8.txt,0.0,702.0,381.0,0.122119
benchmark_puzzles/benchmarks3x3/75/puzzle9.txt,0.0,648.0,369.0,0.119667
benchmark_puzzles/benchmarks3x3/75/puzzle10.txt,0.0,657.0,371.0,0.121856
benchmark_puzzles/benchmarks3x3/75/puzzle11.txt,0.0,630.0,365.0,0.119104
benchmark_puzzles/benchmarks3x3/75/puzzle12.txt,0.0,657.0,371.0,0.120133
benchmark_puzzles/benchmarks3x3/75/puzzle13.txt,0.0,621.0,363.0,0.12124
benchmark_puzzles/benchmarks3x3/75/puzzle14.txt,0.0,603.0,359.0,0.115363
benchmark_puzzles/benchmarks3x3/75/puzzle15.txt,0.0,666.0,373.0,0.123177
benchmark_puzzles/benchmarks3x3/75/puzzle16.txt,0.0,621.0,363.0,0.118889
benchmark_puzzles/benchmarks3x3/75/puzzle17.txt,0.0,684.0,377.0,0.124989
benchmark_puzzles/benchmarks3x3/75/puzzle18.txt,0.0,657.0,371.0,0.118826
benchmark_puzzles/benchmarks3x3/75/puzzle19.txt,0.0,603.0,359.0,0.118644
benchmark_puzzles/benchmarks3x3/75/puzzle20.txt,0.0,657.0,371.0,0.120074
benchmark_puzzles/benchmarks3x3/80/puzzle1.txt,0.0,603.0,359.0,0.118624
benchmark_puzzles/benchmarks3x3/80/puzzle2.txt,0.0,648.0,369.0,0.122711
benchmark_puzzles/benchmarks3x3/80/puzzle3.txt,0.0,693.0,379.0,0.125092
benchmark_puzzles/benchmarks3x3/80/puzzle4.txt,0.0,693.0,379.0,0.125301
benchmark_puzzles/benchmarks3x3/80/puzzle5.txt,0.0,666.0,373.0,0.118692
benchmark_puzzles/benchmarks3x3/80/puzzle6.txt,0.0,666.0,373.0,0.126916
benchmark_puzzles/benchmarks3x3/80/puzzle7.txt,0.0,639.0,367.0,0.117031
benchmark_puzzles/benchmarks3x3/80/puzzle8.txt,0.0,729.0,387.0,0.126205
benchmark_puzzles/benchmarks3x3/80/puzzle9.txt,0.0,657.0,371.0,0.118324
benchmark_puzzles/benchmarks3x3/80/puzzle10.txt,0.0,675.0,375.0,0.129492
benchmark_puzzles/benchmarks3x3/80/puzzle11.txt,0.0,675.0,375.0,0.120012
benchmark_puzzles/benchmarks3x3/80/puzzle12.txt,0.0,684.0,377.0,0.125305
benchmark_puzzles/benchmarks3x3/80/puzzle13.txt,0.0,657.0,371.0,0.119757
benchmark_puzzles/benchmarks3x3/80/puzzle14.txt,0.0,639.0,367.0,0.121911
benchmark_puzzles/benchmarks3x3/80/puzzle15.txt,0.0,702.0,381.0,0.121533
benchmark_puzzles/benchmarks3x3/80/puzzle16.txt,0.0,648.0,369.0,0.122833
benchmark_puzzles/benchmarks3x3/80/puzzle17.txt,0.0,729.0,387.0,0.120938
benchmark_puzzles/benchmarks3x3/80/puzzle18.txt,0.0,675.0,375.0,0.12259
benchmark_puzzles/benchmarks3x3/80/puzzle19.txt,0.0,630.0,365.0,0.119708
benchmark_puzzles/benchmarks3x3/80/puzzle20.txt,0.0,693.0,379.0,0.124181
benchmark_puzzles/benchmarks3x3/85/puzzle1.txt,0.0,639.0,367.0,0.118245
benchmark_puzzles/benchmarks3x3/85/puzzle2.txt,0.0,657.0,371.0,0.12235
benchmark_puzzles/benchmarks3x3/85/puzzle3.txt,0.0,711.0,383.0,0.123587
benchmark_puzzles/benchmarks3x3/85/puzzle4.txt,0.0,711.0,383.0,0.122655
benchmark_puzzles/benchmarks3x3/85/puzzle5.txt,0.0,693.0,379.0,0.123011
benchmark_puzzles/benchmarks3x3/85/puzzle6.txt,0.0,702.0,381.0,0.120348
benchmark_puzzles/benchmarks3x3/85/puzzle7.txt,0.0,675.0,375.0,0.122056
benchmark_puzzles/benchmarks3x3/85/puzzle8.txt,0.0,747.0,391.0,0.126149
benchmark_puzzles/benchmarks3x3/85/puzzle9.txt,0.0,702.0,381.0,0.124128
benchmark_puzzles/benchmarks3x3/85/puzzle10.txt,0.0,702.0,381.0,0.121861
benchmark_puzzles/benchmarks3x3/85/puzzle11.txt,0.0,711.0,383.0,0.125901
benchmark_puzzles/benchmarks3x3/85/puzzle12.txt,0.0,711.0,383.0,0.124877
benchmark_puzzles/benchmarks3x3/85/puzzle13.txt,0.0,702.0,381.0,0.120595
benchmark_puzzles/benchmarks3x3/85/puzzle14.txt,0.0,693.0,379.0,0.122336
benchmark_puzzles/benchmarks3x3/85/puzzle15.txt,0.0,720.0,385.0,0.121975
benchmark_puzzles/benchmarks3x3/85/puzzle16.txt,0.0,684.0,377.0,0.121056
benchmark_puzzles/benchmarks3x3/85/puzzle17.txt,0.0,774.0,397.0,0.126776
benchmark_puzzles/benchmarks3x3/85/puzzle18.txt,0.0,711.0,383.0,0.127755
benchmark_puzzles/benchmarks3x3/85/puzzle19.txt,0.0,666.0,373.0,0.125237
benchmark_puzzles/benchmarks3x3/85/puzzle20.txt,0.0,738.0,389.0,0.124785
benchmark_puzzles/benchmarks3x3/90/puzzle1.txt,0.0,693.0,379.0,0.119254
benchmark_puzzles/benchmarks3x3/90/puzzle2.txt,0.0,702.0,381.0,0.125337
benchmark_puzzles/benchmarks3x3/90/puzzle3.txt,0.0,774.0,397.0,0.128401
benchmark_puzzles/benchmarks3x3/90/puzzle4.txt,0.0,756.0,393.0,0.122451
benchmark_puzzles/benchmarks3x3/90/puzzle5.txt,0.0,729.0,387.0,0.121022
benchmark_puzzles/benchmarks3x3/90/puzzle6.txt,0.0,729.0,387.0,0.126384
benchmark_puzzles/benchmarks3x3/90/puzzle7.txt,0.0,711.0,383.0,0.122854
benchmark_puzzles/benchmarks3x3/90/puzzle8.txt,0.0,765.0,395.0,0.122828
benchmark_puzzles/benchmarks3x3/90/puzzle9.txt,0.0,711.0,383.0,0.123691
benchmark_puzzles/benchmarks3x3/90/puzzle10.txt,0.0,738.0,389.0,0.124182
benchmark_puzzles/benchmarks3x3/90/puzzle11.txt,0.0,747.0,391.0,0.127712
benchmark_puzzles/benchmarks3x3/90/puzzle12.txt,0.0,720.0,385.0,0.123935
benchmark_puzzles/benchmarks3x3/90/puzzle13.txt,0.0,729.0,387.0,0.123252
benchmark_puzzles/benchmarks3x3/90/puzzle14.txt,0.0,720.0,385.0,0.126329
benchmark_puzzles/benchmarks3x3/90/puzzle15.txt,0.0,747.0,391.0,0.123314
benchmark_puzzles/benchmarks3x3/90/puzzle16.txt,0.0,711.0,383.0,0.125035
