,name,pathsgurobi,flatintvarsgurobi,flatintconstraintsgurobi,flattimegurobi,time,comtime
139,benchmark_puzzles/benchmarks3x3/55/puzzle1.txt,0.0,468.0,329.0,0.11284200000000001,0.001676923076923077,0.11451892307692309
140,benchmark_puzzles/benchmarks3x3/55/puzzle2.txt,0.0,405.0,306.0,0.10786099999999998,0.0015384615384615385,0.10939946153846153
141,benchmark_puzzles/benchmarks3x3/55/puzzle3.txt,0.0,549.0,347.0,0.12092,0.008053846153846154,0.12897384615384616
142,benchmark_puzzles/benchmarks3x3/55/puzzle4.txt,0.0,468.0,329.0,0.11588,0.0018230769230769234,0.11770307692307692
143,benchmark_puzzles/benchmarks3x3/55/puzzle5.txt,0.0,531.0,343.0,0.12101400000000001,0.006076923076923078,0.1270909230769231
144,benchmark_puzzles/benchmarks3x3/55/puzzle6.txt,0.0,540.0,345.0,0.116648,0.002623076923076923,0.11927107692307692
145,benchmark_puzzles/benchmarks3x3/55/puzzle7.txt,0.0,414.0,317.0,0.11036300000000002,0.0017076923076923072,0.11207069230769233
146,benchmark_puzzles/benchmarks3x3/55/puzzle8.txt,0.0,522.0,341.0,0.118949,0.01297692307692308,0.13192592307692308
147,benchmark_puzzles/benchmarks3x3/55/puzzle9.txt,0.0,495.0,335.0,0.119975,0.0017076923076923074,0.12168269230769231
148,benchmark_puzzles/benchmarks3x3/55/puzzle10.txt,0.0,513.0,339.0,0.11592000000000001,0.003361538461538461,0.11928153846153847
149,benchmark_puzzles/benchmarks3x3/55/puzzle11.txt,0.0,486.0,333.0,0.11654300000000001,0.0021384615384615387,0.11868146153846154
150,benchmark_puzzles/benchmarks3x3/55/puzzle12.txt,0.0,522.0,341.0,0.11830399999999999,0.005384615384615384,0.12368861538461538
151,benchmark_puzzles/benchmarks3x3/55/puzzle13.txt,0.0,522.0,341.0,0.118217,0.003415384615384616,0.12163238461538461
152,benchmark_puzzles/benchmarks3x3/55/puzzle14.txt,0.0,450.0,325.0,0.11297,0.0014692307692307693,0.11443923076923077
153,benchmark_puzzles/benchmarks3x3/55/puzzle15.txt,0.0,477.0,331.0,0.113282,0.0021461538461538467,0.11542815384615385
154,benchmark_puzzles/benchmarks3x3/55/puzzle16.txt,0.0,468.0,329.0,0.112925,0.0020384615384615385,0.11496346153846154
155,benchmark_puzzles/benchmarks3x3/55/puzzle17.txt,0.0,531.0,343.0,0.118049,0.0045307692307692314,0.12257976923076923
156,benchmark_puzzles/benchmarks3x3/55/puzzle18.txt,0.0,540.0,345.0,0.119032,0.003269230769230769,0.12230123076923077
157,benchmark_puzzles/benchmarks3x3/55/puzzle19.txt,0.0,477.0,331.0,0.11373699999999999,0.0019230769230769234,0.11566007692307692
158,benchmark_puzzles/benchmarks3x3/55/puzzle20.txt,0.0,504.0,328.0,0.11905,0.0025769230769230765,0.12162692307692308
159,benchmark_puzzles/benchmarks3x3/60/puzzle1.txt,0.0,477.0,331.0,0.11548800000000001,0.0017076923076923072,0.11719569230769232
160,benchmark_puzzles/benchmarks3x3/60/puzzle2.txt,0.0,450.0,316.0,0.11185,0.0025384615384615385,0.11438846153846155
161,benchmark_puzzles/benchmarks3x3/60/puzzle3.txt,0.0,576.0,353.0,0.119655,0.009423076923076921,0.1290780769230769
162,benchmark_puzzles/benchmarks3x3/60/puzzle4.txt,0.0,477.0,331.0,0.11819500000000001,0.0017769230769230765,0.11997192307692309
163,benchmark_puzzles/benchmarks3x3/60/puzzle5.txt,0.0,567.0,351.0,0.118756,0.010146153846153848,0.12890215384615386
164,benchmark_puzzles/benchmarks3x3/60/puzzle6.txt,0.0,540.0,345.0,0.116374,0.002469230769230769,0.11884323076923077
165,benchmark_puzzles/benchmarks3x3/60/puzzle7.txt,0.0,495.0,335.0,0.116474,0.0044230769230769245,0.12089707692307691
166,benchmark_puzzles/benchmarks3x3/60/puzzle8.txt,0.0,576.0,353.0,0.118538,0.008338461538461538,0.12687646153846155
167,benchmark_puzzles/benchmarks3x3/60/puzzle9.txt,0.0,522.0,341.0,0.11596500000000001,0.0024,0.11836500000000001
168,benchmark_puzzles/benchmarks3x3/60/puzzle10.txt,0.0,540.0,345.0,0.122023,0.00726923076923077,0.12929223076923077
169,benchmark_puzzles/benchmarks3x3/60/puzzle11.txt,0.0,504.0,337.0,0.11436900000000001,0.0019076923076923077,0.11627669230769232
170,benchmark_puzzles/benchmarks3x3/60/puzzle12.txt,0.0,558.0,349.0,0.12461199999999999,0.00733076923076923,0.13194276923076922
171,benchmark_puzzles/benchmarks3x3/60/puzzle13.txt,0.0,540.0,345.0,0.11520899999999999,0.0036076923076923096,0.1188166923076923
172,benchmark_puzzles/benchmarks3x3/60/puzzle14.txt,0.0,468.0,329.0,0.109805,0.0015615384615384614,0.11136653846153846
173,benchmark_puzzles/benchmarks3x3/60/puzzle15.txt,0.0,540.0,345.0,0.11819500000000001,0.008561538461538459,0.12675653846153848
174,benchmark_puzzles/benchmarks3x3/60/puzzle16.txt,0.0,504.0,337.0,0.116737,0.0031692307692307692,0.11990623076923076
175,benchmark_puzzles/benchmarks3x3/60/puzzle17.txt,0.0,585.0,355.0,0.11916199999999999,0.0076,0.12676199999999999
176,benchmark_puzzles/benchmarks3x3/60/puzzle18.txt,0.0,594.0,357.0,0.12261300000000001,0.008023076923076923,0.13063607692307694
177,benchmark_puzzles/benchmarks3x3/60/puzzle19.txt,0.0,486.0,333.0,0.116292,0.003053846153846155,0.11934584615384616
178,benchmark_puzzles/benchmarks3x3/60/puzzle20.txt,0.0,558.0,349.0,0.11843599999999999,0.006338461538461537,0.12477446153846153
179,benchmark_puzzles/benchmarks3x3/65/puzzle1.txt,0.0,504.0,337.0,0.113766,0.002269230769230769,0.11603523076923078
180,benchmark_puzzles/benchmarks3x3/65/puzzle2.txt,0.0,504.0,337.0,0.114043,0.004146153846153847,0.11818915384615385
181,benchmark_puzzles/benchmarks3x3/65/puzzle3.txt,0.0,603.0,359.0,0.11810799999999999,0.00996153846153846,0.12806953846153846
182,benchmark_puzzles/benchmarks3x3/65/puzzle4.txt,0.0,522.0,341.0,0.11788699999999999,0.001969230769230769,0.11985623076923076
